ID,X,Y,ROTATION,PATTERN,SOURCEDESIGNATOR,SOURCEDESCRIPTION,SOURCEFOOTPRINTLIBRARY,SOURCELIBREFERENCE,rf_name_candidate,status
133,3524.7898mil,7109.8446mil, 0.00000000000000E+0000,AssemblyNote,ZZ4,"These assemblies must comply with workmanship standards IPC-A-610 Class 2, unless otherwise specified.",Vault,CMP-0077238-1,False,inventory_only
134,12882.2416mil,6541.9136mil, 0.00000000000000E+0000,VGROVE_1-6_45A,,,Y:\MIS_DATABASE\Library\ALTIUM_TOOL\PCB_FOOTPRINTS\Altium_Footprint_Lib.PcbLib,,False,inventory_only
135,5098.8492mil,4224.5862mil, 2.70000000000000E+0002,0603L,C1,"CAP, CERM, 1 uF, 16 V, +/- 10%, X7R, AEC-Q200 Grade 1, 0603",Vault,CMP-0007136-5,False,inventory_only
136,5048.5821mil,4212.7752mil, 2.70000000000000E+0002,0402L,C2,"CAP, CERM, 0.1 uF, 50 V, +/- 10%, X7R, AEC-Q200 Grade 1, 0402",Vault,CMP-0006325-2,False,inventory_only
137,4645.2049mil,3505.4469mil, 0.00000000000000E+0000,0603L,C3,"CAP, CERM, 2.2 uF, 6.3 V, +/- 10%, X7R, AEC-Q200 Grade 1, 0603",Vault,CMP-0007134-5,False,inventory_only
138,4284.307mil,3901.7063mil, 9.00000000000000E+0001,0805L,C4,"CAP, CERM, 10 �F, 10 V,+/- 5%, X7R, AEC-Q200 Grade 1, 0805",Vault,CMP-0081061-1,False,inventory_only
139,4796.3986mil,3205.3798mil, 1.80000000000000E+0002,FP-GCJ188C70J475KE02J_0603-MFG,C6,Cap Ceramic Multilayer 4.7uF 6.3V DC 10% SMD Paper T/R,Vault,CMP-0091520-1,False,inventory_only
140,4864.5358mil,3774.7428mil, 9.00000000000000E+0001,0805L,C7,"CAP, CERM, 10 uF, 10 V, +/- 10%, X7R, 0805",Vault,CMP-0008017-2,False,inventory_only
141,4919.3977mil,3148.1732mil, 9.00000000000000E+0001,FP-GCJ188C70J475KE02J_0603-MFG,C8,Cap Ceramic Multilayer 4.7uF 6.3V DC 10% SMD Paper T/R,Vault,CMP-0091520-1,False,inventory_only
142,4826.6898mil,3301.7909mil, 1.80000000000000E+0002,FP-NFM18HC105C1C3D_0603-MFG,C9,3 Terminals Low ESL Chip Multilayer Ceramic Capacitors for Automotive,Vault,CMP-0088247-2,False,inventory_only
143,5098.8935mil,2426.6612mil, 1.80000000000000E+0002,0603L,C10,"CAP, CERM, 1 uF, 16 V, +/- 10%, X7R, AEC-Q200 Grade 1, 0603",Vault,CMP-0007136-5,False,inventory_only
144,4104.6052mil,2600.5336mil, 0.00000000000000E+0000,0402L,C11,"CAP, CERM, 0.1 uF, 16 V, +/- 10%, X7R, 0402",Vault,CMP-0006351-2,False,inventory_only
145,4172.3287mil,2620.964mil, 2.70000000000000E+0002,0402L,C12,"CAP, CERM, 0.1 uF, 16 V, +/- 10%, X7R, 0402",Vault,CMP-0006351-2,False,inventory_only
146,3796.4776mil,2334.1335mil, 0.00000000000000E+0000,0402L,C13,"CAP, CERM, 4700 pF, 50 V, +/- 10%, X7R, AEC-Q200 Grade 1, 0402",Vault,CMP-0006361-2,False,inventory_only
147,4297.7274mil,2923.924mil, 0.00000000000000E+0000,0402L,C14,"CAP, CERM, 0.1 uF, 10 V, +/- 10%, X7R, AEC-Q200 Grade 1, 0402",Vault,CMP-0006350-2,False,inventory_only
148,4468.9095mil,2760.349mil, 0.00000000000000E+0000,0402L,C16,"CAP, CERM, 0.1 uF, 16 V, +/- 10%, X7R, 0402",Vault,CMP-0006351-2,False,inventory_only
149,4933.3483mil,3994.2269mil, 2.70000000000000E+0002,0402L,C17,"CAP, CERM, 0.1 uF, 10 V, +/- 10%, X7R, AEC-Q200 Grade 1, 0402",Vault,CMP-0006350-2,False,inventory_only
150,5076.6797mil,3194.4668mil, 0.00000000000000E+0000,0402L,C18,"CAP, CERM, 0.1 �F, 10 V,+/- 10%, X7R, 0402",Vault,CMP-0078241-1,False,inventory_only
151,6268.0251mil,4060.109mil, 0.00000000000000E+0000,0402L,C19,"CAP, CERM, 0.1 uF, 10 V, +/- 10%, X7R, AEC-Q200 Grade 1, 0402",Vault,CMP-0006350-2,False,inventory_only
152,4538.5945mil,2421.1691mil, 9.00000000000000E+0001,0402L,C20,"CAP, CERM, 0.1 uF, 16 V, +/- 10%, X7R, 0402",Vault,CMP-0006351-2,False,inventory_only
153,5137.3266mil,2492.0332mil, 9.00000000000000E+0001,0402L,C21,"CAP, CERM, 0.22 �F, 16 V,+/- 10%, X7R, AEC-Q200 Grade 1, 0402",Vault,CMP-0078265-1,False,inventory_only
154,5437.0585mil,2742.9928mil, 9.00000000000000E+0001,0402L,C22,"CAP, CERM, 0.22 �F, 16 V,+/- 10%, X7R, AEC-Q200 Grade 1, 0402",Vault,CMP-0078265-1,False,inventory_only
155,5376.2697mil,2747.9928mil, 2.70000000000000E+0002,1206_180L,C23,"CAP, CERM, 22 uF, 10 V, +/- 10%, X7R, AEC-Q200 Grade 1, 1206",Vault,CMP-0008811-3,False,inventory_only
156,4343.9324mil,2363.3852mil, 2.70000000000000E+0002,0402L,C24,"CAP, CERM, 4700 pF, 50 V, +/- 10%, X7R, AEC-Q200 Grade 1, 0402",Vault,CMP-0006361-2,False,inventory_only
157,5376.2697mil,2747.9928mil, 2.70000000000000E+0002,1206_180L,C25,"CAP, CERM, 22 uF, 10 V, +/- 10%, X7R, AEC-Q200 Grade 1, 1206",Vault,CMP-0008811-3,False,inventory_only
158,5287.1634mil,2747.9928mil, 2.70000000000000E+0002,1206_180L,C26,"CAP, CERM, 22 uF, 10 V, +/- 10%, X7R, AEC-Q200 Grade 1, 1206",Vault,CMP-0008811-3,False,inventory_only
159,3580.6876mil,4142.0937mil, 0.00000000000000E+0000,FP-C0603C104K4RACAUTO_0603-MFG,C27,C0603 0.10 �F X7R 30ppm/�C 10.00% 16 V,Vault,CMP-0089508-1,False,inventory_only
160,3681.3837mil,5059.6538mil, 0.00000000000000E+0000,FP-C0603C104K4RACAUTO_0603-MFG,C28,C0603 0.10 �F X7R 30ppm/�C 10.00% 16 V,Vault,CMP-0089508-1,False,inventory_only
161,5287.1634mil,2747.9928mil, 2.70000000000000E+0002,1206_180L,C29,"CAP, CERM, 22 uF, 10 V, +/- 10%, X7R, AEC-Q200 Grade 1, 1206",Vault,CMP-0008811-3,False,inventory_only
162,4454.9895mil,4214.5762mil, 0.00000000000000E+0000,0402L,C30,"CAP, CERM, 27 pF, 50 V,+/- 5%, C0G/NP0, AEC-Q200 Grade 1, 0402",Vault,CMP-0860920-1,False,inventory_only
163,4789.704mil,3205.8733mil, 0.00000000000000E+0000,0805L,C31,"CAP, CERM, 10 uF, 10 V, +/- 10%, X7R, 0805",Vault,CMP-0008017-2,False,inventory_only
164,4396.5769mil,5115.0041mil, 0.00000000000000E+0000,0603L,C32,"CAP, CERM, 0.47 uF, 50 V, +/- 10%, X7R, AEC-Q200 Grade 1, 0603",Vault,CMP-0007097-4,False,inventory_only
165,4349.0044mil,4214.5762mil, 1.80000000000000E+0002,0402L,C33,"CAP, CERM, 27 pF, 50 V,+/- 5%, C0G/NP0, AEC-Q200 Grade 1, 0402",Vault,CMP-0860920-1,False,inventory_only
166,4135.9652mil,4933.7116mil, 9.00000000000000E+0001,0402L,C34,"CAP, CERM, 1000 pF, 50 V, +/- 10%, X7R, AEC-Q200 Grade 1, 0402",Vault,CMP-0006354-2,False,inventory_only
167,4694.1886mil,5060.5817mil, 0.00000000000000E+0000,0402L,C35,"CAP, CERM, 0.01 uF, 50 V, +/- 10%, X7R, AEC-Q200 Grade 1, 0402",Vault,CMP-0006324-2,False,inventory_only
168,4615.4484mil,5060.5817mil, 0.00000000000000E+0000,0402L,C36,"CAP, CERM, 0.1 uF, 16 V, +/- 10%, X7R, 0402",Vault,CMP-0006351-2,False,inventory_only
169,5005.4024mil,5374.353mil, 9.00000000000000E+0001,0805L,C37,"CAP, CERM, 10 uF, 10 V, +/- 10%, X7R, 0805",Vault,CMP-0008017-2,False,inventory_only
170,4024.6919mil,4949.2912mil, 1.80000000000000E+0002,0805L,C38,"CAP, CERM, 2.2 uF, 50 V, +/- 10%, X7R, AEC-Q200 Grade 1, 0805",Vault,CMP-0007977-2,False,inventory_only
171,3670.9111mil,6113.3721mil, 1.80000000000000E+0002,0805L,C39,"CAP, CERM, 10 uF, 16 V, +/- 10%, X7R, 0805",Vault,CMP-0007995-2,False,inventory_only
172,4868.0797mil,5353.29mil, 1.80000000000000E+0002,0603L,C40,"CAP, CERM, 0.47 uF, 50 V, +/- 10%, X7R, AEC-Q200 Grade 1, 0603",Vault,CMP-0007097-4,False,inventory_only
173,5668.4536mil,3027.3543mil, 2.70000000000000E+0002,0402_070,C41,"CAP, CERM, 1 uF, 10 V, +/- 10%, X7S, AEC-Q200 Grade 1, 0402",Vault,CMP-0006349-2,False,inventory_only
174,5825.2669mil,3849.6043mil, 2.70000000000000E+0002,0402L,C42,"CAP, CERM, 0.1 �F, 10 V,+/- 10%, X7R, 0402",Vault,CMP-0078241-1,False,inventory_only
175,6270.8569mil,3421.7419mil, 1.80000000000000E+0002,0402L,C43,"CAP, CERM, 0.1 �F, 10 V,+/- 10%, X7R, 0402",Vault,CMP-0078241-1,False,inventory_only
176,4961.9309mil,5264.6011mil, 0.00000000000000E+0000,0402L,C44,"CAP, CERM, 0.01 uF, 50 V, +/- 10%, X7R, AEC-Q200 Grade 1, 0402",Vault,CMP-0006324-2,False,inventory_only
177,6400.5935mil,3691.728mil, 0.00000000000000E+0000,0805L,C45,"CAP, CERM, 10 uF, 16 V, +/- 10%, X7R, 0805",Vault,CMP-0007995-2,False,inventory_only
178,4961.931mil,5298.0657mil, 1.80000000000000E+0002,0402L,C46,"CAP, CERM, 0.1 uF, 16 V, +/- 10%, X7R, 0402",Vault,CMP-0006351-2,False,inventory_only
179,4286.6768mil,6545.0962mil, 9.00000000000000E+0001,0402L,C47,"CAP, CERM, 0.1 �F, 10 V,+/- 10%, X7R, 0402",Vault,CMP-0078241-1,False,inventory_only
180,4024.6919mil,5082.0319mil, 2.70000000000000E+0002,0603L,C48,"CAP, CERM, 1 uF, 16 V, +/- 10%, X7R, AEC-Q200 Grade 1, 0603",Vault,CMP-0007136-5,False,inventory_only
181,5652.3056mil,3849.6042mil, 9.00000000000000E+0001,0402L,C49,"CAP, CERM, 0.1 �F, 10 V,+/- 10%, X7R, 0402",Vault,CMP-0078241-1,False,inventory_only
